"mon_feature_id","date_time","sample_begin_depth","institution_abbr","preservative_abbr","Ca_Diss_Water","Ca_Diss_Water_dl","Cl_Diss_Water","Cl_Diss_Water_dl","DMS_Tot_Water","DMS_Tot_Water_dl","EC_Phys_Water","EC_Phys_Water_dl","F_Diss_Water","F_Diss_Water_dl","K_Diss_Water","K_Diss_Water_dl","KJEL_N_Tot_Water","KJEL_N_Tot_Water_dl","Mg_Diss_Water","Mg_Diss_Water_dl","Na_Diss_Water","Na_Diss_Water_dl","NH4_N_Diss_Water","NH4_N_Diss_Water_dl","NO3_NO2_N_Diss_Water","NO3_NO2_N_Diss_Water_dl","P_Tot_Water","P_Tot_Water_dl","pH_Diss_Water","pH_Diss_Water_dl","PO4_P_Diss_Water","PO4_P_Diss_Water_dl","Si_Diss_Water","Si_Diss_Water_dl","SO4_Diss_Water","SO4_Diss_Water_dl","TAL_Diss_Water","TAL_Diss_Water_dl","Station","Qat"
90213,1993-07-13 13:10:00,0,"DWS-RQIS","HGCL2",36.4,1,57.3,3,409,1,62.5,1,0.55,0.1,11.13,0.3,#n/a,#n/a,15,1,56.4,2,0.07,0.04,1.693,0.04,#n/a,#n/a,8.32,2,0.12,0.005,2.5,0.4,81.4,4,117.4,4,"A2H082Q01","A21J"
90213,1993-07-20 13:45:00,0,"DWS-RQIS","HGCL2",38.9,1,57.9,3,423,1,57.7,1,0.45,0.1,11.95,0.3,#n/a,#n/a,16.5,1,61.6,2,0.11,0.04,1.875,0.04,#n/a,#n/a,8.59,2,0.108,0.005,2.22,0.4,74,4,125.7,4,"A2H082Q01","A21J"
90213,1993-07-27 13:15:00,0,"DWS-RQIS","HGCL2",37,1,54.2,3,413,1,61.2,1,0.72,0.1,11.69,0.3,#n/a,#n/a,15.7,1,57.7,2,0.35,0.04,1.891,0.04,#n/a,#n/a,7.84,2,0.121,0.005,2.35,0.4,72.1,4,126.9,4,"A2H082Q01","A21J"
90213,1993-08-03 14:00:00,0,"DWS-RQIS","HGCL2",41.4,1,50.6,3,412,1,61,1,0.58,0.1,11.02,0.3,#n/a,#n/a,14.7,1,54.7,2,0.246,0.04,1.843,0.04,#n/a,#n/a,8.07,2,0.129,0.005,9.64,0.4,73.1,4,128.4,4,"A2H082Q01","A21J"
90213,1993-08-10 13:50:00,0,"DWS-RQIS","HGCL2",39.4,1,56.6,3,427,1,58.9,1,0.48,0.1,11.41,0.3,#n/a,#n/a,15.5,1,57,2,0.274,0.04,1.974,0.04,#n/a,#n/a,7.89,2,0.106,0.005,2.05,0.4,79.2,4,129.8,4,"A2H082Q01","A21J"
90213,1993-08-17 13:55:00,0,"DWS-RQIS","HGCL2",39.5,1,54.1,3,418,1,62.3,1,0.52,0.1,11.12,0.3,#n/a,#n/a,14.6,1,56.3,2,0.227,0.04,2.033,0.04,#n/a,#n/a,8.3,2,0.141,0.005,1.89,0.4,72.9,4,130.7,4,"A2H082Q01","A21J"
90213,1993-08-24 13:20:00,0,"DWS-RQIS","HGCL2",41.9,1,59.5,3,436,1,63.3,1,0.52,0.1,11.62,0.3,#n/a,#n/a,16.6,1,60,2,0.248,0.04,2.092,0.04,#n/a,#n/a,8.04,2,0.129,0.005,1.92,0.4,72.1,4,134.6,4,"A2H082Q01","A21J"
90213,1993-08-31 14:00:00,0,"DWS-RQIS","HGCL2",41.3,1,56.4,3,428,1,58.6,1,0.69,0.1,11.36,0.3,#n/a,#n/a,14.4,1,56.6,2,0.244,0.04,2.201,0.04,#n/a,#n/a,8.26,2,0.132,0.005,2.1,0.4,72.8,4,134.5,4,"A2H082Q01","A21J"
90213,1993-09-07 13:55:00,0,"DWS-RQIS","HGCL2",39.7,1,54.8,3,424,1,63.4,1,0.43,0.1,10.61,0.3,#n/a,#n/a,15,1,54.5,2,0.32,0.04,2,0.04,#n/a,#n/a,8.09,2,0.114,0.005,2.01,0.4,76.4,4,133.9,4,"A2H082Q01","A21J"
90213,1993-09-14 14:00:00,0,"DWS-RQIS","HGCL2",39.9,1,57.9,3,428,1,63.3,1,0.51,0.1,11.31,0.3,#n/a,#n/a,15.4,1,56.6,2,0.429,0.04,1.829,0.04,#n/a,#n/a,8.18,2,0.153,0.005,2.03,0.4,73.7,4,134,4,"A2H082Q01","A21J"
90213,1993-09-21 13:35:00,0,"DWS-RQIS","HGCL2",41.3,1,59.6,3,446,1,58.7,1,0.57,0.1,11.8,0.3,#n/a,#n/a,16.3,1,58.5,2,0.58,0.04,1.677,0.04,#n/a,#n/a,8.26,2,0.179,0.005,2.22,0.4,79.2,4,139.8,4,"A2H082Q01","A21J"
90213,1993-09-28 13:00:00,0,"DWS-RQIS","HGCL2",40.5,1,59.5,3,441,1,52.4,1,0.47,0.1,11.21,0.3,#n/a,#n/a,15,1,56.9,2,0.446,0.04,1.841,0.04,#n/a,#n/a,8.26,2,0.16,0.005,2.31,0.4,74.5,4,142.2,4,"A2H082Q01","A21J"
90213,1993-11-02 13:15:00,0,"DWS-RQIS","HGCL2",37.1,1,47.6,3,376,1,53.3,1,0.6,0.1,10.37,0.3,#n/a,#n/a,12.8,1,45.8,2,1.167,0.04,2.553,0.04,#n/a,#n/a,7.87,2,0.178,0.005,3.62,0.4,65.5,4,117.3,4,"A2H082Q01","A21J"
90213,1993-11-30 13:35:00,0,"DWS-RQIS","HGCL2",36.5,1,46.2,3,371,1,57.3,1,0.66,0.1,10.04,0.3,#n/a,#n/a,13.8,1,46.3,2,1.03,0.04,2.637,0.04,#n/a,#n/a,8.12,2,0.217,0.005,4.7,0.4,61.9,4,116.5,4,"A2H082Q01","A21J"
90213,1993-12-28 13:00:00,0,"DWS-RQIS","HGCL2",31.8,1,43.6,3,357,1,50.1,1,0.43,0.1,9.92,0.3,#n/a,#n/a,13,1,43.5,2,1.207,0.04,1.757,0.04,#n/a,#n/a,7.74,2,0.249,0.005,4.34,0.4,67.4,4,112.1,4,"A2H082Q01","A21J"
90213,1994-02-01 13:10:00,0,"DWS-RQIS","HGCL2",33.6,1,34.8,3,328,1,43.8,1,0.41,0.1,8.64,0.3,#n/a,#n/a,11.9,1,36.6,2,1.576,0.04,2.34,0.04,#n/a,#n/a,7.85,2,0.275,0.005,5.15,0.4,58.2,4,107.4,4,"A2H082Q01","A21J"
90213,1994-03-01 14:45:00,0,"DWS-RQIS","HGCL2",33.3,1,35,3,318,1,44.3,1,0.42,0.1,8.33,0.3,#n/a,#n/a,12.5,1,32.4,2,1.258,0.04,2.07,0.04,#n/a,#n/a,8.21,2,0.215,0.005,5.3,0.4,60.7,4,101.5,4,"A2H082Q01","A21J"
90213,1994-03-29 13:05:00,0,"DWS-RQIS","HGCL2",31.4,1,37.6,3,325,1,46.2,1,0.46,0.1,8.79,0.3,#n/a,#n/a,14.1,1,34.4,2,1.591,0.04,0.847,0.04,#n/a,#n/a,8.11,2,0.249,0.005,5.57,0.4,60.4,4,107.8,4,"A2H082Q01","A21J"
90213,1994-04-26 12:03:00,0,"DWS-RQIS","HGCL2",31.3,1,39.3,3,322,1,48.9,1,0.51,0.1,9.25,0.3,#n/a,#n/a,13.8,1,37,2,0.33,0.04,1.27,0.04,#n/a,#n/a,8.06,2,0.091,0.005,5.53,0.4,58.2,4,104,4,"A2H082Q01","A21J"
90213,1994-05-24 13:50:00,0,"DWS-RQIS","HGCL2",31.8,1,42.4,3,343,1,45.8,1,0.65,0.1,9.51,0.3,#n/a,#n/a,15.6,1,40.3,2,0.138,0.04,1.328,0.04,#n/a,#n/a,7.99,2,0.06,0.005,2.89,0.4,66.3,4,106.4,4,"A2H082Q01","A21J"
90213,1994-06-28 14:20:00,0,"DWS-RQIS","HGCL2",34.3,1,43.3,3,356,1,47.2,1,0.44,0.1,9.25,0.3,#n/a,#n/a,15.2,1,39.4,2,0.129,0.04,1.692,0.04,#n/a,#n/a,7.89,2,0.054,0.005,1.59,0.4,62.9,4,117.3,4,"A2H082Q01","A21J"
90213,1994-07-26 13:50:00,0,"DWS-RQIS","HGCL2",38,1,47.3,3,376,1,51.6,1,0.53,0.1,9.39,0.3,#n/a,#n/a,14.4,1,40.3,2,0.117,0.04,1.612,0.04,#n/a,#n/a,8.34,2,0.053,0.005,1.42,0.4,76.7,4,116.2,4,"A2H082Q01","A21J"
90213,1994-08-30 13:30:00,0,"DWS-RQIS","HGCL2",37.9,1,44.9,3,380,1,51.2,1,0.99,0.1,9.72,0.3,#n/a,#n/a,16.7,1,42.8,2,0.294,0.04,1.646,0.04,#n/a,#n/a,8.45,2,0.038,0.005,1.49,0.4,69.6,4,123.1,4,"A2H082Q01","A21J"
90213,1994-09-27 13:40:00,0,"DWS-RQIS","HGCL2",39.3,1,50,3,393,1,56.8,1,0.47,0.1,10.27,0.3,#n/a,#n/a,15.8,1,47.1,2,0.532,0.04,1.511,0.04,#n/a,#n/a,8.62,2,0.018,0.005,1.75,0.4,70.5,4,125.1,4,"A2H082Q01","A21J"
90213,1994-10-25 13:05:00,0,"DWS-RQIS","HGCL2",37.3,1,50.4,3,385,1,57,1,0.42,0.1,10.23,0.3,#n/a,#n/a,16.3,1,46.3,2,0.763,0.04,1.039,0.04,#n/a,#n/a,8.05,2,0.089,0.005,2.47,0.4,62.7,4,127.4,4,"A2H082Q01","A21J"
90213,1994-11-22 13:45:00,0,"DWS-RQIS","HGCL2",34.8,1,44.7,3,378,1,57.2,1,0.47,0.1,10.33,0.3,#n/a,#n/a,15.5,1,44.7,2,0.962,0.04,0.71,0.04,#n/a,#n/a,7.98,2,0.183,0.005,2.82,0.4,68.4,4,126.1,4,"A2H082Q01","A21J"
90213,1995-01-17 13:40:00,0,"DWS-RQIS","HGCL2",29.1,1,45.6,3,344,1,49,1,0.43,0.1,10.31,0.3,#n/a,#n/a,13.9,1,43.9,2,0.925,0.04,1.068,0.04,#n/a,#n/a,8.03,2,0.112,0.005,3.22,0.4,66.1,4,105,4,"A2H082Q01","A21J"
90213,1995-02-14 13:20:00,0,"DWS-RQIS","HGCL2",30.9,1,43.8,3,334,1,49.3,1,0.45,0.1,9.94,0.3,#n/a,#n/a,13.9,1,41.5,2,1.255,0.04,0.484,0.04,#n/a,#n/a,8.17,2,0.149,0.005,3.43,0.4,57.3,4,108.3,4,"A2H082Q01","A21J"
90213,1995-03-14 13:45:00,0,"DWS-RQIS","HGCL2",25.6,1,44.7,3,330,1,49.7,1,0.5,0.1,10.16,0.3,#n/a,#n/a,13.6,1,42.3,2,0.841,0.04,0.513,0.04,#n/a,#n/a,8.34,2,0.078,0.005,3.46,0.4,75.6,4,93.7,4,"A2H082Q01","A21J"
90213,1995-04-11 12:55:00,0,"DWS-RQIS","HGCL2",25.5,1,43.1,3,313,1,44.6,1,0.64,0.1,9.44,0.3,#n/a,#n/a,12.6,1,38,2,0.212,0.04,1.458,0.04,#n/a,#n/a,7.8,2,0.105,0.005,3.7,0.4,68.7,4,88.3,4,"A2H082Q01","A21J"
90213,1995-05-09 13:45:00,0,"DWS-RQIS","HGCL2",27.2,1,44.3,3,316,1,45,1,0.61,0.1,9.58,0.3,#n/a,#n/a,13.1,1,39.8,2,0.045,0.04,1.724,0.04,#n/a,#n/a,8.24,2,0.021,0.005,3.78,0.4,68.2,4,86.8,4,"A2H082Q01","A21J"
90213,1995-06-06 13:00:00,0,"DWS-RQIS","HGCL2",29.3,1,45.4,3,345,1,49.3,1,0.65,0.1,9.7,0.3,#n/a,#n/a,14.5,1,40.9,2,0.02,0.04,2.406,0.04,#n/a,#n/a,7.88,2,0.029,0.005,1.39,0.4,72.7,4,99.4,4,"A2H082Q01","A21J"
90213,1995-07-04 13:15:00,0,"DWS-RQIS","HGCL2",30.8,1,41.6,3,342,1,46.9,1,0.75,0.1,9.63,0.3,#n/a,#n/a,13.4,1,41.5,2,0.133,0.04,2.587,0.04,#n/a,#n/a,7.89,2,0.018,0.005,0.83,0.4,67.2,4,103.1,4,"A2H082Q01","A21J"
90213,1995-08-01 11:42:00,0,"DWS-RQIS","HGCL2",33.5,1,48.3,3,358,1,53.6,1,0.53,0.1,9.74,0.3,#n/a,#n/a,14,1,41.9,2,0.239,0.04,2.565,0.04,#n/a,#n/a,7.89,2,0.035,0.005,0.81,0.4,70.6,4,105,4,"A2H082Q01","A21J"
90213,1995-08-29 12:50:00,0,"DWS-RQIS","HGCL2",35.3,1,46.8,3,353,1,55.1,1,0.38,0.1,10.06,0.3,#n/a,#n/a,15.1,1,44.6,2,0.273,0.04,2.543,0.04,#n/a,#n/a,7.8,2,0.021,0.005,1.22,0.4,63,4,103.5,4,"A2H082Q01","A21J"
90213,1995-09-26 12:50:00,0,"DWS-RQIS","HGCL2",35,1,47.4,3,372,1,56.1,1,0.38,0.1,9.49,0.3,#n/a,#n/a,15.9,1,44,2,0.166,0.04,2.698,0.04,#n/a,#n/a,7.92,2,0.023,0.005,1.27,0.4,66.9,4,115.1,4,"A2H082Q01","A21J"
90213,2000-07-18 12:55:00,0,"DWS-RQIS","HGCL2",43.023,1,36.342,10,378.736,#n/a,53.8,1,0.248,0.1,6.109,0.3,0.375,0.04,17.066,1,29.625,2,0.064,0.04,2.238,0.04,0.032,0.005,7.793,2,0.017,0.005,4.122,0.4,48.629,4,153.907,4,"A2H082Q01","A21J"
90213,2000-08-01 13:40:00,0,"DWS-RQIS","HGCL2",43.597,1,39.323,10,386.019,#n/a,55.7,1,0.233,0.1,6.283,0.3,0.913,0.04,19.991,1,32.246,2,0.262,0.04,2.891,0.04,0.148,0.005,8.337,2,0.077,0.005,4.365,0.4,51.606,4,147.113,4,"A2H082Q01","A21J"
90213,2000-08-15 13:00:00,0,"DWS-RQIS","HGCL2",42.619,1,38.191,10,383.192,#n/a,53,1,0.264,0.1,6.498,0.3,0.848,0.04,20.554,1,31.591,2,0.345,0.04,2.499,0.04,0.042,0.005,8.336,2,0.036,0.005,4.224,0.4,55.719,4,144.464,4,"A2H082Q01","A21J"
90213,2000-08-29 13:50:00,0,"DWS-RQIS","HGCL2",40.952,1,34.52,10,380.95,#n/a,54,1,0.256,0.1,6.77,0.3,0.987,0.04,19.242,1,30.432,2,0.346,0.04,2.676,0.04,0.08,0.005,8.235,2,0.045,0.005,4.156,0.4,52.427,4,150.847,4,"A2H082Q01","A21J"
90213,2000-09-12 12:55:00,0,"DWS-RQIS","HGCL2",40.508,1,35.592,10,379.133,#n/a,54.6,1,0.246,0.1,6.596,0.3,0.391,0.04,19.368,1,29.11,2,0.383,0.04,2.211,0.04,0.108,0.005,8.227,2,0.062,0.005,3.534,0.4,52.473,4,151.542,4,"A2H082Q01","A21J"
90213,2000-09-26 13:55:00,0,"DWS-RQIS","HGCL2",41.927,1,39.427,10,382.59,#n/a,52.9,1,0.251,0.1,6.723,0.3,1.575,0.04,19.85,1,30.562,2,0.559,0.04,2.157,0.04,0.118,0.005,8.07,2,0.053,0.005,3.305,0.4,52.896,4,148.06,4,"A2H082Q01","A21J"
90213,2000-10-10 13:45:00,0,"DWS-RQIS","HGCL2",37.93,1,38.801,10,374.03,#n/a,52.2,1,0.236,0.1,6.514,0.3,0.825,0.04,19.314,1,31.358,2,0.576,0.04,1.865,0.04,0.09,0.005,8.153,2,0.059,0.005,2.786,0.4,53.51,4,145.325,4,"A2H082Q01","A21J"
90213,2000-10-24 13:20:00,0,"DWS-RQIS","HGCL2",36.254,1,38.32,10,365.341,#n/a,52,1,0.243,0.1,6.682,0.3,1.156,0.04,20.35,1,31.279,2,0.693,0.04,1.518,0.04,0.129,0.005,8.261,2,0.076,0.005,2.815,0.4,47.456,4,145.098,4,"A2H082Q01","A21J"
90213,2000-11-07 12:45:00,0,"DWS-RQIS","HGCL2",39.258,1,40.063,10,384.33,#n/a,53.6,1,0.258,0.1,6.911,0.3,1.576,0.04,18.582,1,32.986,2,0.88,0.04,1.137,0.04,0.138,0.005,8.01,2,0.119,0.005,3.081,0.4,53.764,4,152.533,4,"A2H082Q01","A21J"
90213,2000-11-23 13:10:00,0,"DWS-RQIS","HGCL2",37.024,1,37.097,10,379.266,#n/a,58.8,1,0.23,0.1,7.436,0.3,1.445,0.04,20.194,1,34.744,2,1.081,0.04,0.915,0.04,0.203,0.005,8.094,2,0.147,0.005,3.115,0.4,50.273,4,152.859,4,"A2H082Q01","A21J"
90213,2000-12-05 12:10:00,0,"DWS-RQIS","HGCL2",34.987,1,35.593,10,364.401,#n/a,52,1,0.258,0.1,7.23,0.3,1.451,0.04,19.503,1,33.363,2,1.27,0.04,0.555,0.04,0.228,0.005,8.372,2,0.189,0.005,3.484,0.4,37.946,4,156.529,4,"A2H082Q01","A21J"
90213,2000-12-19 13:35:00,0,"DWS-RQIS","HGCL2",39.307,1,39.365,10,370.599,#n/a,51.3,1,0.252,0.1,6.619,0.3,1.842,0.04,20.106,1,30.887,2,1.394,0.04,0.501,0.04,0.252,0.005,8.334,2,0.199,0.005,3.775,0.4,46.633,4,149.933,4,"A2H082Q01","A21J"
90213,2001-01-02 13:30:00,0,"DWS-RQIS","HGCL2",34.721,1,37.389,10,364.443,#n/a,51.6,1,0.253,0.1,6.666,0.3,1.988,0.04,19.56,1,32.305,2,1.576,0.04,0.271,0.04,0.355,0.005,8.185,2,0.288,0.005,3.874,0.4,48.451,4,148.439,4,"A2H082Q01","A21J"
90213,2001-01-16 13:15:00,0,"DWS-RQIS","HGCL2",32.493,1,39.302,10,354.945,#n/a,50.3,1,0.269,0.1,6.957,0.3,2.126,0.04,19.661,1,31.002,2,1.522,0.04,0.266,0.04,0.291,0.005,8.163,2,0.225,0.005,4.506,0.4,44.529,4,145.092,4,"A2H082Q01","A21J"
90213,2001-01-30 12:50:00,0,"DWS-RQIS","HGCL2",35.06,1,40,10,356.201,#n/a,50.5,1,0.222,0.1,6.824,0.3,2.842,0.04,19.007,1,29.501,2,1.805,0.04,0.02,0.04,0.374,0.005,8.128,2,0.244,0.005,4.841,0.4,46.105,4,144.613,4,"A2H082Q01","A21J"
90213,2001-02-13 13:25:00,0,"DWS-RQIS","HGCL2",32.747,1,39.083,10,351.435,#n/a,49,1,0.264,0.1,6.913,0.3,2.594,0.04,19.356,1,31.753,2,0.667,0.04,0.044,0.04,0.312,0.005,8.091,2,0.065,0.005,5.119,0.4,40.401,4,147.356,4,"A2H082Q01","A21J"
90213,2001-02-27 12:55:00,0,"DWS-RQIS","HGCL2",33.238,1,34.855,10,349.72,#n/a,49.9,1,0.257,0.1,6.921,0.3,2.866,0.04,18.821,1,31.448,2,2.642,0.04,0.02,0.04,0.414,0.005,8.085,2,0.281,0.005,5.445,0.4,40.649,4,146.957,4,"A2H082Q01","A21J"
90213,2001-03-13 13:00:00,0,"DWS-RQIS","HGCL2",30.034,1,37.253,10,318.289,#n/a,46.1,1,0.247,0.1,5.893,0.3,2.02,0.04,16.851,1,29.206,2,1.657,0.04,0.484,0.04,0.305,0.005,8.11,2,0.215,0.005,5.595,0.4,41.754,4,124.761,4,"A2H082Q01","A21J"
90213,2001-03-27 12:55:00,0,"DWS-RQIS","HGCL2",31.239,1,37.67,10,330.241,#n/a,48.2,1,0.254,0.1,7.626,0.3,3.333,0.04,15.994,1,31.43,2,1.938,0.04,0.382,0.04,0.358,0.005,8.098,2,0.25,0.005,5.918,0.4,37.721,4,133.978,4,"A2H082Q01","A21J"
90213,2001-04-10 13:00:00,0,"DWS-RQIS","HGCL2",29.591,1,39.658,10,319.316,#n/a,46.6,1,0.275,0.1,7.19,0.3,2.457,0.04,17.278,1,31.635,2,1.32,0.04,0.327,0.04,0.251,0.005,8.068,2,0.203,0.005,5.644,0.4,36.196,4,126.079,4,"A2H082Q01","A21J"
90213,2001-04-24 13:20:00,0,"DWS-RQIS","HGCL2",27.57,1,42.156,10,326.011,#n/a,46.9,1,0.27,0.1,7.494,0.3,1.617,0.04,19.071,1,34.249,2,0.784,0.04,0.458,0.04,0.212,0.005,8.156,2,0.155,0.005,5.717,0.4,45.64,4,119.785,4,"A2H082Q01","A21J"
90213,2001-05-08 13:15:00,0,"DWS-RQIS","HGCL2",30.816,1,43.136,10,329.298,#n/a,48.2,2,0.268,0.1,6.816,0.3,0.347,0.19,17.562,1,35.777,2,0.292,0.04,1.628,0.04,#n/a,#n/a,8.078,2,0.624,0.011,5.886,0.4,43.846,4,116.121,4,"A2H082Q01","A21J"
90213,2001-05-22 12:55:00,0,"DWS-RQIS","HGCL2",30.913,1,42.287,10,346.619,#n/a,48.4,2,0.252,0.1,6.96,0.3,0.772,0.19,18.278,1,37.314,2,0.237,0.04,1.717,0.04,0.131,0.009,8.078,2,0.111,0.011,6.311,0.4,49.436,4,125.431,4,"A2H082Q01","A21J"
90213,2001-06-19 12:48:00,0,"DWS-RQIS","HGCL2",29.71,1,43.863,10,344.473,#n/a,49.1,2,0.29,0.1,6.55,0.3,0.5,0.19,17.784,1,34.575,2,0.144,0.04,1.96,0.04,0.06,0.009,8.231,2,0.059,0.011,5.3,0.4,51.533,4,123.949,4,"A2H082Q01","A21J"
90213,2001-07-03 12:45:00,0,"DWS-RQIS","HGCL2",31.604,1,43.026,10,348.745,#n/a,50.5,2,0.25,0.1,7.014,0.3,0.803,0.19,19.144,1,34.782,2,0.124,0.04,1.65,0.04,0.062,0.009,8.281,2,0.061,0.011,4.581,0.4,51.91,4,125.785,4,"A2H082Q01","A21J"
90213,2001-07-17 12:45:00,0,"DWS-RQIS","HGCL2",29.682,1,42.752,10,350.663,#n/a,51.1,2,0.246,0.1,7.073,0.3,0.526,0.19,19.596,1,32.409,2,0.24,0.04,1.66,0.04,0.117,0.009,8.478,2,0.051,0.011,3.508,0.4,54.571,4,128.373,4,"A2H082Q01","A21J"
90213,2001-07-31 13:00:00,0,"DWS-RQIS","HGCL2",33.344,1,41.127,10,353.902,#n/a,51.3,2,0.274,0.1,7.216,0.3,0.407,0.19,19.632,1,36.153,2,0.322,0.04,1.888,0.04,0.1,0.009,8.169,2,0.092,0.011,3.379,0.4,49.747,4,129.058,4,"A2H082Q01","A21J"
90213,2001-08-14 12:40:00,0,"DWS-RQIS","HGCL2",32.393,1,45.202,10,360.044,#n/a,53.5,2,0.262,0.1,7.72,0.3,1.027,0.19,19.731,1,38.378,2,0.589,0.04,1.762,0.04,0.131,0.009,8.157,2,0.064,0.011,3.06,0.4,52.057,4,127.575,4,"A2H082Q01","A21J"
90213,2001-08-28 13:10:00,0,"DWS-RQIS","HGCL2",34.91,1,40.332,10,353.666,#n/a,52.6,2,0.247,0.1,6.744,0.3,0.622,0.19,19.867,1,35.212,2,0.438,0.04,1.695,0.04,0.077,0.009,8.213,2,0.035,0.011,3.135,0.4,46.395,4,132.691,4,"A2H082Q01","A21J"
90213,2001-09-11 12:50:00,0,"DWS-RQIS","HGCL2",18.752,1,43.215,10,351.932,#n/a,52.2,2,0.251,0.1,8.118,0.3,0.933,0.19,25.616,1,34.654,2,0.565,0.04,1.578,0.04,0.102,0.009,8.196,2,0.074,0.011,3.215,0.4,53.193,4,131.386,4,"A2H082Q01","A21J"
90213,2001-09-25 12:50:00,0,"DWS-RQIS","HGCL2",23.967,1,42.02,10,355.864,#n/a,52.1,2,0.247,0.1,8.759,0.3,0.916,0.19,28.225,1,32.018,2,0.638,0.04,1.89,0.04,0.118,0.009,8.18,2,0.066,0.011,3.233,0.4,54.139,4,128.848,4,"A2H082Q01","A21J"
90213,2001-10-09 12:30:00,0,"DWS-RQIS","HGCL2",25.135,1,45.104,10,348.84,#n/a,55,2,0.259,0.1,7.79,0.3,0.707,0.19,25.287,1,33.02,2,0.306,0.04,2.291,0.04,0.147,0.009,4.822,2,0.072,0.011,3.8,0.4,44.913,4,128.419,4,"A2H082Q01","A21J"
90213,2001-10-23 13:00:00,0,"DWS-RQIS","HGCL2",25.452,1,42.453,10,359.678,#n/a,53.5,2,0.248,0.1,8.28,0.3,0.791,0.19,25.059,1,36.155,2,0.382,0.04,2.103,0.04,0.147,0.009,8.096,2,0.1,0.011,4.247,0.4,46.848,4,135.39,4,"A2H082Q01","A21J"
90213,2001-11-06 13:10:00,0,"DWS-RQIS","HGCL2",35.794,1,43.733,10,366.234,#n/a,53.7,2,0.274,0.1,8.014,0.3,1.187,0.19,19.822,1,30.342,2,0.48,0.04,1.583,0.04,0.19,0.009,8.226,2,0.133,0.011,3.811,0.4,52.672,4,137.419,4,"A2H082Q01","A21J"
90213,2001-11-22 13:00:00,0,"DWS-RQIS","HGCL2",34.408,1,42.84,10,370.57,#n/a,54,2,0.261,0.1,7.32,0.3,1.986,0.19,18.212,1,38.311,2,0.612,0.04,1.311,0.04,0.238,0.009,8.35,2,0.133,0.011,3.607,0.4,44.991,4,145.357,4,"A2H082Q01","A21J"
90213,2001-12-04 12:55:00,0,"DWS-RQIS","HGCL2",34.955,1,41.84,10,374.847,#n/a,55.8,2,0.275,0.1,8.045,0.3,1.232,0.19,18.532,1,36.418,2,0.817,0.04,0.954,0.04,0.268,0.009,8.165,2,0.195,0.011,4.043,0.4,45.889,4,150.108,4,"A2H082Q01","A21J"
90213,2001-12-18 12:30:00,0,"DWS-RQIS","HGCL2",37.126,1,40.917,10,373.612,#n/a,55.5,2,0.282,0.1,7.947,0.3,1.302,0.19,18.299,1,34.484,2,0.791,0.04,0.929,0.04,0.255,0.009,8.112,2,0.193,0.011,3.923,0.4,44.137,4,151.483,4,"A2H082Q01","A21J"
90213,2002-01-01 11:00:00,0,"DWS-RQIS","HGCL2",35.367,1,44.72,10,376.211,#n/a,54.5,2,0.347,0.1,7.951,0.3,1.295,0.19,18.416,1,38.749,2,0.855,0.04,0.87,0.04,0.281,0.009,8.284,2,0.231,0.011,3.858,0.4,47.085,4,145.921,4,"A2H082Q01","A21J"
90213,2002-01-15 13:45:00,0,"DWS-RQIS","HGCL2",37.045,1,40.405,10,368.646,#n/a,52.4,2,0.276,0.1,7.965,0.3,1.521,0.19,19.42,1,32.229,2,1.163,0.04,0.36,0.04,0.352,0.009,8.287,2,0.251,0.011,4.418,0.4,39.966,4,153.765,4,"A2H082Q01","A21J"
90213,2002-01-29 13:15:00,0,"DWS-RQIS","HGCL2",34.665,1,49.428,10,380.049,#n/a,53.3,2,0.264,0.1,7.68,0.3,1.212,0.19,18.51,1,36.578,2,1.155,0.04,0.348,0.04,0.268,0.009,8.338,2,0.215,0.011,4.431,0.4,47.349,4,149.179,4,"A2H082Q01","A21J"
90213,2002-02-11 12:03:00,0,"DWS-RQIS","HGCL2",36.893,1,47.681,10,367.258,#n/a,51.9,2,0.277,0.1,7.653,0.3,1.804,0.19,17.767,1,36.544,2,1.198,0.04,0.227,0.04,0.284,0.009,8.381,2,0.219,0.011,3.948,0.4,41.238,4,144.339,4,"A2H082Q01","A21J"
90213,2002-02-26 12:35:00,0,"DWS-RQIS","HGCL2",34.125,1,44.418,10,361.898,#n/a,51.7,2,0.284,0.1,8.083,0.3,2.387,0.19,16.521,1,34.882,2,1.262,0.04,0.27,0.04,0.253,0.009,8.162,2,0.216,0.011,3.678,0.4,45.811,4,142.949,4,"A2H082Q01","A21J"
90213,2002-03-12 12:05:00,0,"DWS-RQIS","HGCL2",34.394,1,47.935,10,351.278,#n/a,50.3,2,0.27,0.1,7.737,0.3,1.803,0.19,17.091,1,35.777,2,1.006,0.04,0.295,0.04,0.239,0.009,7.968,2,0.168,0.011,3.952,0.4,42.456,4,133.279,4,"A2H082Q01","A21J"
90213,2002-03-26 12:30:00,0,"DWS-RQIS","HGCL2",29.666,1,47.104,10,343.852,#n/a,50.9,2,0.29,0.1,7.399,0.3,1.743,0.19,17.26,1,37.078,2,1.112,0.04,0.282,0.04,0.264,0.009,8.121,2,0.18,0.011,4.109,0.4,44.365,4,129.142,4,"A2H082Q01","A21J"
